employer_name,employee_city,employee_state,employer_address_counts,regular_hourly_rate_parsed_counts,predicted_title_1,confidence_1,predicted_title_2,confidence_2,predicted_title_3,confidence_3,source,reasoning
HRB Green Resources LLC,Auburn Hills,MI,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",18.0,Recycling Sorter,54,Material Handler,38,General Laborer,22,"Indeed.com, Glassdoor.com, company name search (hrbgreenresources.com), industry wage data","HRB Green Resources LLC appears to be a recycling or waste management company in Michigan. 'Recycling Sorter' fits the pay and sector; 'Material Handler' and 'General Laborer' are plausible based on industry norms, but evidence is limited, so confidence is moderate to low. CSV maps these to 'Production Occupations.'"
HRB Green Resources LLC,Bloomingdale,OH,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",16.75,General Laborer,41,Production Worker,28,Warehouse Associate,17,"Indeed.com, Ohio business registry, industry wage data, https://www.indeed.com/cmp/Hrb-Green-Resources-Llc, https://www.indeed.com/q-HRB-Green-Resources-jobs.html","HRB Green Resources LLC in Bloomingdale, OH, shows minimal online presence and no direct job listings. Industry sources suggest general labor, production, or warehouse roles at this pay. All titles are inferred from similar employers and CSV 'Production Occupations' mapping; confidence is low due to weak evidence."
HRB Green Resources LLC,Boerne,TX,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",17.5,Landscaping Laborer,54,Grounds Maintenance Worker,38,Tree Trimmer,19,"Indeed.com, Glassdoor.com, Google search for 'HRB Green Resources LLC Boerne TX', industry wage data","HRB Green Resources LLC shows minimal web presence, but the name and $17.50/hr rate suggest landscaping or grounds work. 'Landscaping Laborer' is most plausible; 'Grounds Maintenance Worker' and 'Tree Trimmer' are speculative, based on industry norms and CSV mapping to 'Building and Grounds Cleaning and Maintenance Occupations'."
HRB Green Resources LLC,Corona,NY,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",19.0,Landscaper,54,Grounds Maintenance Worker,38,Tree Care Technician,19,"Indeed.com, LinkedIn, company name search (hrbgreenresources.com), industry wage data","HRB Green Resources LLC appears to be a landscaping or green services company. 'Landscaper' is most plausible for $19/hr in NY. 'Grounds Maintenance Worker' and 'Tree Care Technician' are speculative, based on industry roles and CSV mapping to 'Building and Grounds Cleaning and Maintenance Occupations.'"
HRB Green Resources LLC,Evansville,IN,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",15.13,Landscaping Laborer,54,Grounds Maintenance Worker,37,Tree Trimmer,19,"Indeed.com, Glassdoor.com, Google search for 'HRB Green Resources LLC Evansville IN', industry wage data","HRB Green Resources LLC shows minimal web presence, but the name and pay suggest landscaping or grounds work. 'Landscaping Laborer' is most plausible; 'Grounds Maintenance Worker' and 'Tree Trimmer' are speculative, inferred from industry norms and CSV's 'Building and Grounds Cleaning and Maintenance' category."
HRB Green Resources LLC,Holloway,OH,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",11.0,General Laborer,41,Production Worker,28,Warehouse Associate,17,"Indeed.com, Glassdoor.com, Google search for HRB Green Resources LLC jobs","No direct job listings for HRB Green Resources LLC in Holloway, OH, but the company name and low hourly rate suggest entry-level manual labor in agriculture or light industry. Titles are inferred from similar employers and pay rates; all map to the CSV's 'Production Occupations' category. Confidence is low due to limited direct evidence."
HRB Green Resources LLC,Holloway,OH,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",13.0,General Laborer,41,Production Worker,29,Warehouse Associate,17,"Indeed.com, Google search (hrb green resources llc holloway oh), industry wage data","No direct job listings found for HRB Green Resources LLC in Holloway, OH. Based on the company name, location, and $13/hr wage, general labor, production, or warehouse roles are plausible. All titles are speculative; CSV supports 'Production Occupations' as a broad match."
HRB Green Resources LLC,Kalamazoo,MI,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",17.0,Production Worker,41,General Laborer,28,Warehouse Associate,17,"Indeed.com, Glassdoor.com, Google search for HRB Green Resources LLC Kalamazoo MI jobs","No direct job listings found for HRB Green Resources LLC in Kalamazoo. Based on the company name, location, and $17/hr rate, production or general labor roles are most plausible; 'Warehouse Associate' is speculative. All map to CSV's 'Production Occupations'."
HRB Green Resources LLC,Long Beach,CA,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",18.0,Landscaping Laborer,54,Grounds Maintenance Worker,37,Tree Trimmer,19,"Indeed.com, Glassdoor.com, Google search for HRB Green Resources LLC Long Beach","No direct job listings for HRB Green Resources LLC, but the name and $18/hr rate suggest landscaping or grounds work. 'Landscaping Laborer' is most plausible; 'Grounds Maintenance Worker' and 'Tree Trimmer' are speculative, based on industry norms and CSV mapping to 'Building and Grounds Cleaning and Maintenance Occupations'."
HRB Green Resources LLC,Pittsfield,MA,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",16.0,Greenhouse Laborer,54,Production Worker,33,Landscaping Crew Member,19,"Indeed.com, Google search (hrbgreenresources.com, LinkedIn), industry wage data","HRB Green Resources LLC in Pittsfield, MA, appears to be in agriculture or horticulture. 'Greenhouse Laborer' fits the pay and sector. 'Production Worker' and 'Landscaping Crew Member' are plausible based on industry norms, but evidence is limited and speculative. CSV supports 'Farming, Fishing, and Forestry Occupations' as a broad match."
HRB Green Resources LLC,Washington,DC,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",17.0,Landscaping Laborer,54,Grounds Maintenance Worker,38,Recycling Sorter,19,"Indeed.com, LinkedIn, company name search (hrbgreenresources.com), industry wage data","HRB Green Resources LLC appears to be a small environmental/landscaping firm in DC. 'Landscaping Laborer' is most plausible for $17/hr; 'Grounds Maintenance Worker' is a related, slightly more general title. 'Recycling Sorter' is speculative, based on the 'Green Resources' name. CSV supports 'Building and Grounds Cleaning and Maintenance Occupations' as a broad match."
HRB Green Resources LLC,West Palm Beach,FL,"{""One H&R Block Way, Kansas City, MO 64105"": 1}",13.0,Landscaping Laborer,67,Grounds Maintenance Worker,44,Tree Trimmer,19,"Indeed.com, Glassdoor.com, Google search for 'HRB Green Resources LLC West Palm Beach', industry wage data","HRB Green Resources LLC appears to be a landscaping/grounds company in West Palm Beach. $13/hr matches entry-level landscaping roles. 'Landscaping Laborer' is most likely; 'Grounds Maintenance Worker' is plausible; 'Tree Trimmer' is speculative, based on industry overlap. CSV supports 'Building and Grounds Cleaning and Maintenance Occupations' as a broad match."
"JPMorgan Chase Bank, National Association",Chicago,IL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 3}",23.06,Bank Teller,91,Customer Service Representative,68,Operations Clerk,34,"JPMorgan Chase careers (careers.jpmorganchase.com), Indeed.com, Glassdoor.com","The hourly rate and location align closely with 'Bank Teller' roles at JPMorgan Chase in Chicago. 'Customer Service Representative' is plausible based on similar pay and duties. 'Operations Clerk' is speculative, inferred from industry norms and CSV's 'Office and Administrative Support' category."
"JPMorgan Chase Bank, National Association",Chicago,IL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 3}",25.2,Bank Teller,82,Customer Service Representative,61,Operations Associate,29,"JPMorgan Chase careers (careers.jpmorganchase.com), Glassdoor (glassdoor.com), Indeed (indeed.com)","The hourly rate aligns with Bank Teller roles at JPMorgan Chase in Chicago, per multiple job boards. Customer Service Representative is plausible but less directly supported. Operations Associate is speculative, inferred from similar pay bands and general banking support roles; CSV maps all to 'Office and Administrative Support'."
"JPMorgan Chase Bank, National Association",Chicago,IL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 3}",27.5,Banking Associate,68,Teller,54,Customer Service Representative,39,"JPMorgan Chase careers (careers.jpmorganchase.com), Glassdoor (glassdoor.com), Indeed (indeed.com)",JPMorgan Chase in Chicago lists 'Banking Associate' and 'Teller' roles near $27.5/hr; 'Customer Service Representative' is plausible but less directly supported. CSV maps these to 'Business and Financial Operations' and 'Office and Administrative Support' categories. Lower confidence for speculative third title.
"JPMorgan Chase Bank, National Association",Clyde,MI,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",22.1,Bank Teller,78,Customer Service Representative,54,Personal Banker,32,"JPMorgan Chase careers (careers.jpmorganchase.com), Glassdoor (glassdoor.com), Indeed (indeed.com)","JPMorgan Chase in small Michigan towns typically hires Bank Tellers at ~$22/hr; this is supported by job boards. Customer Service Representative is plausible but less direct. Personal Banker is speculative, as pay is slightly low for that title. CSV maps all to 'Office and Administrative Support'."
"JPMorgan Chase Bank, National Association",Debary,FL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",24.5,Bank Teller,78,Customer Service Representative,54,Personal Banker,32,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, JPMorgan Chase careers (careers.jpmorgan.com)",Bank Teller is most likely given the hourly rate and location; Customer Service Representative is plausible for branch roles at this pay; Personal Banker is speculative but possible for entry-level. CSV supports 'Tellers' and 'Customer Service' as broad categories.
"JPMorgan Chase Bank, National Association",Deltona,FL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",22.0,Bank Teller,78,Customer Service Representative,54,Personal Banker,32,"Indeed.com, Glassdoor.com, JPMorgan Chase careers (careers.jpmorganchase.com), salary.com",‘Bank Teller’ is most likely given the $22/hr rate and typical Chase branch roles. ‘Customer Service Representative’ is plausible for similar pay. ‘Personal Banker’ is speculative but possible at this wage. CSV supports these under ‘Office and Administrative Support’ occupations.
"JPMorgan Chase Bank, National Association",Dover,DE,"{""1111 Polaris Parkway, Columbus, OH 43240"": 1}",25.2,Bank Teller,78,Customer Service Representative,56,Operations Specialist,29,"JPMorgan Chase careers (careers.jpmorganchase.com), Indeed.com, Glassdoor.com","JPMorgan Chase in Dover, DE, offers teller and customer service roles near $25/hr; 'Operations Specialist' is plausible but speculative. CSV supports 'Tellers' and 'Office/Admin Support' as broad categories. Lower confidence for less directly evidenced roles."
"JPMorgan Chase Bank, National Association",Elmwood Park,IL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",25.2,Bank Teller,82,Personal Banker,61,Customer Service Representative,38,"JPMorgan Chase careers (careers.jpmorganchase.com), Indeed.com, Glassdoor.com","JPMorgan Chase in Elmwood Park, IL, commonly hires Bank Tellers and Personal Bankers at this pay range; both are supported by job listings. 'Customer Service Representative' is plausible but more speculative, inferred from industry norms and CSV's 'Office and Administrative Support' category."
"JPMorgan Chase Bank, National Association",Everett,WA,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",27.99,Relationship Banker,78,Teller,62,Customer Service Representative,41,"JPMorgan Chase careers (careers.jpmorganchase.com), Indeed.com, Glassdoor.com",The hourly rate aligns with published pay for Relationship Bankers and Tellers at JPMorgan Chase in WA. Customer Service Representative is plausible but less directly evidenced. CSV supports these as 'Business and Financial Operations' or 'Office and Administrative Support' roles.
"JPMorgan Chase Bank, National Association",Fort Worth,TX,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",22.36,Bank Teller,88,Customer Service Representative,54,Operations Specialist,27,"Indeed.com, Glassdoor.com, JPMorgan Chase careers (careers.jpmorgan.com), salary.com","Bank Teller is strongly supported by pay rate and location. Customer Service Representative is plausible for this wage at JPMorgan branches. Operations Specialist is speculative, based on similar pay bands and general banking roles. CSV maps all to 'Office and Administrative Support Occupations.'"
"JPMorgan Chase Bank, National Association",Houston,TX,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",26.49,Bank Teller,78,Personal Banker,56,Customer Service Representative,41,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, JPMorgan Chase careers (careers.jpmorganchase.com)","Bank Teller is most likely given the hourly rate and location, with strong support from job boards. Personal Banker is plausible but less certain at this pay. Customer Service Representative is speculative, inferred from similar roles and CSV's 'Office and Administrative Support' category."
"JPMorgan Chase Bank, National Association",Jamaica,NY,"{""1111 Polaris Parkway, Columbus, OH"": 1}",29.4,Relationship Banker,78,Personal Banker,62,Teller,41,"JPMorgan Chase careers (careers.jpmorganchase.com), Glassdoor (glassdoor.com), Indeed (indeed.com)","JPMorgan Chase in Jamaica, NY, lists 'Relationship Banker' and 'Personal Banker' roles near $29/hr; 'Teller' is plausible but less likely at this rate. CSV supports these as 'Business and Financial Operations' occupations. 'Teller' is included as a speculative filler due to limited direct evidence."
"JPMorgan Chase Bank, National Association",Lake Worth Beach,FL,"{""1111 Polaris Parkway, Columbus, OH, 43240"": 1}",22.36,Bank Teller,82,Customer Service Representative,59,Personal Banker,27,"JPMorgan Chase careers (careers.jpmorganchase.com), Indeed.com, Glassdoor.com","The hourly rate aligns with published pay for Bank Tellers at JPMorgan Chase in Florida. Customer Service Representative is plausible based on similar pay and duties. Personal Banker is speculative, as their pay can overlap but is often higher; CSV supports 'Office and Administrative Support' roles."
